일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,조식메뉴,중식메뉴,석식메뉴,중식계,석식계
2016-04-21,목,2643,66,264,312,0.0,모닝롤/고구마샌드  우유/주스  계란후라이  늙은호박죽/쌀밥 (쌀:국내산) 선지해장국 비름나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 대구매운탕  쇠고기볶음  옥수수전  청경채생채  포기김치 (김치:국내산)   ,오므라이스 (쌀:국내산) 팽이버섯국  해물까스*탈탈소스  쫄면무침  바나나/피클  포기김치 (김치:국내산) ,940.0,531.0
2016-04-22,금,2643,150,275,86,0.0,모닝롤/카스텔라  우유/주스  계란후라이  고구마죽/쌀밥 (쌀:국내산) 아욱국 숙주나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 북어국  등갈비김치찜  연근조림  깻잎양념지  열무김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  탕수어  꽃맛살볶음  취나물땅콩무침  포기김치 (김치:국내산) ,698.0,557.0
2016-04-25,월,2643,96,201,281,0.0,모닝롤/프렌치토스트  우유/주스  계란후라이  땅콩죽/쌀밥 (쌀:국내산) 차돌박이찌개 김구이  포기김치 (고춧가루:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  돈간장불고기  김치전  버섯볶음  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 알탕  순살깐풍기  모둠묵*양념장  세발나물  포기김치 (김치:국내산) ,1227.0,528.0
2016-04-26,화,2643,51,227,304,0.0,모닝롤/베이컨샌드  우유/주스  계란후라이  녹두죽/쌀밥 (쌀:국내산) 연두부탕 열무나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  주꾸미볶음  치즈계란말이  풋마늘대무침  포기김치 (김치:국내산)   ,짜장덮밥  맑은국  쇠고기퀘사디아  오이무침  요플레/단무지  포기김치 (김치:국내산) ,795.0,568.0
2016-04-27,수,2643,71,234,0,0.0,모닝롤/와플  우유/주스  계란후라이  닭죽/쌀밥 (쌀:국내산) 매운어묵국 감자채볶음  포기김치 (김치:국내산) ,나물비빔밥 (쌀:국내산) 미소장국  궁중떡찜  알감자버터구이  유기농식혜  배추겉절이 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  코다리무조림  비엔나케찹볶음  참나물  포기김치 (김치:국내산) ,1028.0,490.0
2016-04-28,목,2643,56,269,196,0.0,모닝롤/롤케익  우유/주스  계란후라이  표고버섯죽/쌀밥 (쌀:국내산) 우거지해장국 마늘쫑볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 미역국  양념파닭  동그랑땡부침  콩자반/치킨무  포기김치 (김치:국내산)   ,참치주먹밥 (쌀:국내산) 비빔메밀국수  가쯔오장국  탕수만두  오렌지  포기김치 (김치:국내산) ,811.0,508.0
2016-04-29,금,2643,139,282,28,0.0,모닝롤/야채햄샌드  우유/주스  계란후라이  김치죽/쌀밥 (쌀:국내산) 우렁살된장국 진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  미트볼조림  고등어카레구이  치커리사과무침  깍두기 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 들깨버섯탕  고추잡채*꽃빵  두부계란구이  시금치초장무침  포기김치 (김치:국내산) ,652.0,507.0
2016-05-02,월,2635,80,214,302,0.0,모닝롤/마늘빵  우유/주스 계란후라이  야채죽/쌀밥 (쌀:국내산) 호박젓국찌개  김자반  포기김치 (고춧가루:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시금치국  닭갈비  맛살겨자채  비름나물  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 북어국  고추장불고기  모듬양채쌈  날치알계란찜  포기김치 (김치:국내산) ,1242.0,551.0
2016-05-03,화,2635,65,251,292,0.0,모닝롤/옥수수샌드  우유/주스 계란후라이  팥죽/쌀밥 (쌀:국내산) 재첩국  오이도라지무침  포기김치 (김치:국내산) ,곤드레밥 (쌀:국내산) 무채국  모둠장조림  온두부  실곤약초무침  볶은김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개*라면사리  탕수육  삼치구이  미역줄기볶음  열무김치 (김치:국내산) ,964.0,515.0
2016-05-04,수,2635,150,244,0,0.0,모닝롤/찐빵  우유/주스 계란후라이  밤죽/쌀밥 (쌀:국내산) 콩나물김치국  브로컬리들깨찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  오징어볶음  동태전  무생채  포기김치 (김치:국내산)   ,카레덮밥  미소장국  수제미니햄버거  오이소박이  사과/오렌지쥬스  포기김치 (김치:국내산) ,723.0,636.0
2016-05-09,월,2635,101,233,344,0.0,모닝롤/팬케익  우유/주스 계란후라이  호두죽/쌀밥 (쌀:국내산) 들깨미역국  진미채무침  포기김치 (고춧가루:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 매운어묵국  훈제오리구이  무쌈/양파절임  도토리묵무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 닭개장  가자미튀김  모둠소시지구이  오이무침  포기김치 (김치:국내산) ,1216.0,591.0
2016-05-10,화,2635,53,252,350,0.0,모닝롤/에그샌드  우유/주스 계란후라이  브로컬리죽/쌀밥 (쌀:국내산) 근대국  감자채볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  버섯불고기  오징어초무침  시금치나물  포기김치 (김치:국내산)   ,김치볶음밥/계란 (쌀:국내산) 가쯔오국  찹쌀순대볶음  감자만두  바나나  포기김치 (김치:국내산) ,1008.0,519.0
2016-05-11,수,2635,60,266,0,0.0,모닝롤/크로와상  우유/주스 계란후라이  홍게살죽/쌀밥 (쌀:국내산) 느타리버섯국  호박나물  포기김치 (김치:국내산) ,단호박영양밥 (쌀:국내산) 시래기된장국  돈육칠리강정  멸치크랜베리볶음  가지나물  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  해물누룽지탕  치즈계란말이  양념깻잎지  열무김치 (김치:국내산) ,915.0,423.0
2016-05-12,목,2635,71,274,315,0.0,모닝롤/참치샌드  우유/주스 계란후라이  야채죽/쌀밥 (쌀:국내산) 북어계란국  취나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 오징어국  찜닭  꽃맛살볶음  통도라지구이  포기김치 (김치:국내산)   ,돈까스김밥 (쌀:국내산) 잔치국수  멕시칸샐러드  마늘쫑무침  컵주스  포기김치 (김치:국내산) ,753.0,532.0
2016-05-13,금,2635,185,268,80,0.0,모닝롤/치즈프레즐  우유/주스 계란후라이  흑임자죽/쌀밥 (쌀:국내산) 아욱국  노각무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  매운돼지갈비찜  해물파전  치커리유자생채  배추겉절이 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  코다리강정  잡채  얼갈이나물  포기김치 (김치:국내산) ,761.0,517.0
2016-05-16,월,2635,99,216,368,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이  잣죽/쌀밥 (쌀:국내산) 연두부탕  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 감자고추장찌개  돈육굴소스볶음  계란찜  꽃상추무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 닭곰탕  주꾸미볶음  두부계란부침  부추생채  포기김치 (김치:국내산) ,1180.0,594.0
2016-05-17,화,2635,41,254,377,0.0,모닝롤/햄치즈샌드  우유/주스 스크램블에그 새우살죽/쌀밥 (쌀:국내산) 콩나물국  느타리볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨버섯탕  고등어김치말이  고기전  비름나물  깍두기 (김치:국내산)   ,유부초밥 (쌀:국내산) 우동  떡볶이  군만두  또띠아칩/오렌지  포기김치 (김치:국내산) ,899.0,633.0
2016-05-18,수,2635,71,257,0,0.0,모닝롤/단팥빵  우유/주스 계란후라이  쇠고기죽/쌀밥 (쌀:국내산) 민물새우찌개  어묵볶음  포기김치 (김치:국내산) ,산채비빔밥 (쌀:국내산) 미소장국  치킨핑거  연근땅콩조림  요플레  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 뼈해장국  황태양념구이  메추리알조림  시금치무침  석박지 (김치:국내산) ,856.0,456.0
2016-05-19,목,2635,65,266,264,0.0,모닝롤/씨크립샌드  우유/주스 스크램블에그 양송이죽/쌀밥 (쌀:국내산) 대구찌개  명엽채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  미니채소떡갈비  골뱅이무침*소면  숙주나물  포기김치 (김치:국내산)   ,새우살볶음밥 (쌀:국내산) 팽이장국  사천식탕수육  콩나물무침  슈크림  포기김치 (김치:국내산) ,898.0,529.0
2016-05-20,금,2635,169,287,56,0.0,모닝롤/고구마파이  우유/주스 계란후라이  단호박죽/쌀밥 (쌀:국내산) 근대국  머위대나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  닭오븐구이  새송이버섯전  불미나리무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 육개장  꽁치허브구이  비엔나케찹볶음  참나물무침  포기김치 (김치:국내산) ,653.0,487.0
2016-05-23,월,2635,88,203,362,0.0,모닝롤/마늘빵  우유/주스 계란후라이  땅콩죽/쌀밥 (쌀:국내산) 얼갈이된장국  미역레몬초무침  포기김치 (고춧가루:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 북어콩나물국  쇠고기불고기 (쇠고기:호주산) 옥수수전  오이무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 수제비국  데리야끼파닭  새송이버섯볶음  아삭고추무침  포기김치 (김치:국내산) ,1160.0,613.0
2016-05-24,화,2635,74,234,310,0.0,모닝롤/인절미토스트  우유/주스 스크램블에그 녹두죽/쌀밥 (쌀:국내산) 콩나물국  김구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 한방갈비탕 (쇠고기:호주산) 꼬지삼색전  오징어숙회무침  치커리생채  석박지 (김치:국내산)   ,참치회덮밥 (쌀:국내산) 맑은국  고구마치즈구이  락교  방울토마토  포기김치 (김치:국내산) ,1107.0,465.0
2016-05-25,수,2635,72,258,0,0.0,모닝롤/야채샌드  우유/주스 계란후라이  김치죽/쌀밥 (쌀:국내산) 올갱이아욱국  검정콩조림  열무김치 (김치:국내산) ,낙지볶음밥 (쌀:국내산) 미역장국  탕수어 (동태포:러시아산) 우엉조림  매실주스  포기김치 (김치:국내산)   ,쌀밥/잡곡밥  된장찌개  등갈비김치찜 (돼지고기:국내산) 해물까스*탈탈소스  도라지나물  오이소박이 (김치:국내산) ,938.0,454.0
2016-05-26,목,2635,64,285,227,0.0,모닝롤/베이글  우유/주스 스크램블에그 소라살죽/쌀밥  어묵국  마늘쫑무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기해장국 (쇠고기:호주산) 갈치구이  비엔나감자볶음  무생채  포기김치 (김치:국내산)   ,짜장잡채밥  계란파국  춘권*칠리소스  과일샐러드  쨔샤이무침  포기김치 (김치:국내산) ,783.0,520.0
2016-05-27,금,2635,163,291,61,0.0,모닝롤/식빵피자  우유/주스 계란후라이  밤죽/쌀밥  피바지락국  브로컬리초장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  닭양념조림 (닭고기:국내산) 동그랑땡전  고구마순나물  깍두기 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  돈육청경채볶음 (돼지고기:국내산) 계란말이  연두부*새싹장  포기김치 (김치:국내산) ,660.0,493.0
2016-05-30,월,2635,73,215,291,0.0,모닝롤/카스텔라  우유/주스  계란후라이 흑임자죽/쌀밥 미역국  멸치캐슈넛볶음  포기김치 (고춧가루:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물김치국  누룽지탕수육 (돼지고기:국내산) 명태조림  오이도라지생채  포기김치 (김치:국내산)   ,"쌀밥/잡곡밥 (쌀:국내산) 해물순두부찌개  미니함박조림 (쇠고기:호주산,돈육:국내산) 도토리묵무침  숙주나물  포기김치 (김치:국내산) ",1231.0,631.0
2016-05-31,화,2635,50,250,185,0.0,모닝롤/치킨샌드  우유/주스  계란후라이 새우살죽/쌀밥 쇠고기무국 (쇠고기:호주산) 가지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대된장국  닭갈비 (닭고기:국내산) 잡채  깻잎양념지  포기김치 (김치:국내산)   ,참치주먹밥 (쌀:국내산) 쌀국수 (닭고기:국내산) 수제고로케*케찹  꽃맛살샐러드  무피클  포기김치 (김치:국내산) ,921.0,535.0
2016-06-01,수,2637,75,245,0,0.0,모닝롤/브라우니  우유/주스  계란후라이 팥죽/쌀밥 홍초콩나물국  김자반  포기김치 (김치:국내산) ,열무비빔밥 (쌀:국내산) 강된장찌개  오징어튀김  궁중떡볶이  음료  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  고추장불고기 (돼지고기:국내산) 감자채햄볶음  양배추쌈  포기김치 (김치:국내산) ,916.0,490.0
2016-06-02,목,2637,81,258,301,0.0,모닝롤/에그샌드  우유/주스  스크램블에그 야채죽/쌀밥 황태국  애호박나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 오이미역냉국  모둠장조림 (쇠고기:호주산) 두부구이  실곤약초무침  포기김치 (김치:국내산)   ,날치알볶음밥 (쌀:국내산) 유부장국  고추잡채*꽃빵 (쇠고기:호주산) 땅콩조림  오렌지  배추겉절이 (김치:국내산) ,850.0,483.0
2016-06-03,금,2637,191,268,64,0.0,모닝롤/크로와상  우유/주스  계란후라이  홍게살죽/쌀밥 무채국  사각어묵무침  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개 (쇠고기:호주산) 찜닭 (닭고기:국내산) 김치전  머위대나물  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 시래기국  수제돈까스  단호박범벅/오이피클  주꾸미무침  포기김치 (김치:국내산) ,721.0,548.0
2016-06-07,화,2637,115,192,389,0.0,모닝롤/치즈프레즐  우유/주스 계란후라이  견과류죽/쌀밥 (쌀:국내산) 두부김치국  명엽채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 북어계란국  돈육굴소스볶음  홍어채무침  가지나물  포기김치 (김치:국내산)   ,콩나물밥*양념장 (쌀:국내산) 가쯔오장국  미트볼케찹조림  계란찜  마늘쫑무침  포기김치 (김치:국내산) ,1244.0,629.0
2016-06-08,수,2637,58,240,0,0.0,모닝롤/바나나샌드  우유/주스 계란후라이  고구마죽/쌀밥 (쌀:국내산) 아욱국  오이생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  순살깐풍기  맛살콩나물냉채  브로컬리초장  깍두기 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 육개장  자반고등어구이  우엉잡채  상추겉절이  포기김치 (김치:국내산) ,931.0,500.0
2016-06-09,목,2637,69,252,359,0.0,모닝롤/핫도그  우유/주스 스크램블에그 늙은호박죽/쌀밥 (쌀:국내산) 느타리버섯국  숙주나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 매운콩나물국  돼지갈비찜  부추전  비름나물  포기김치 (김치:국내산)   ,충무김밥  열무물국수  오징어무침  야채튀김  방울토마토  석박지 (김치:국내산) ,829.0,506.0
2016-06-10,금,2637,151,270,61,0.0,모닝롤/토마토샌드  우유/주스 계란후라이  참치야채죽/쌀밥 (쌀:국내산) 꽃게탕  취나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  오징어볶음  모둠소시지구이  치커리사과무침  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  버섯불고기  두부조림  참나물  포기김치 (김치:국내산) ,697.0,509.0
2016-06-13,월,2637,98,209,415,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이  잣죽/쌀밥 (쌀:국내산) 쇠고기무국  멸치고추장무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 북어콩나물국  제육볶음  참치야채전  모둠쌈  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 들깨버섯탕  삼치데리야끼구이  햄맛살볶음  아삭고추무침  포기김치 (김치:국내산) ,1243.0,590.0
2016-06-14,화,2637,56,241,432,0.0,모닝롤/옥수수샌드  우유/주스 계란후라이  녹두죽/쌀밥 (쌀:국내산) 동태찌개  새송이버섯볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  닭양념조림  탕평채  어묵볶음  열무김치 (김치:국내산)   ,오므라이스 (쌀:국내산) 미소장국  훈제오리냉채  군만두  수박  포기김치 (김치:국내산) ,973.0,593.0
2016-06-15,수,2637,60,260,0,0.0,모닝롤/와플  우유/주스 계란후라이  쇠고기죽/쌀밥 (쌀:국내산) 시금치국  감자채볶음  포기김치 (김치:국내산) ,카레덮밥 (쌀:국내산) 맑은국  떡갈비조림  쫄면무침  열무된장나물  포기김치 (김치:국내산)   ,쌀밥/잡곡밥 (쌀:국내산) 닭개장  해물청경채볶음  계란말이  오이도라지생채  포기김치 (김치:국내산) ,984.0,535.0
